Stance,Text
-1,"CHP Sözcüsü Faik Öztrak, ""Meydanlar açız, açız diye bağırıyorsa, evinin kirasını, suyunun, elektriğinin parasını ödeyemiyorsa, artık benim halkım yandım Allah diyorsa, bu hale Türkiye yi kim getirdi?"" sorusunu yöneltti. ""Ülkemizi; yüksek faize, yüksek döviz kuruna, yüksek işsizliğe ve hayat pahalılığına mahkûm eden Erdoğan Şahsım Hükümetinin elinde, dünyada en fazla sefalet çeken ülkelerden biri olduk."" diyen Öztrak, ""Bugün Dünya Sefalet Endekslerinde, Türkiye nin adının, pek çok vatandaşımızın haritada yerini bulmakta bile zorlanacağı Namibya, Güney Sudan, Gabon gibi ülkelerle aynı sıralarda yer alması bizi üzüyor."" ifadelerini kullandı. Öztrak'ın açıklamalarından öne çıkanlar şöyle: Irak ın kuzeyinde, bölücü terör örgütüne karşı yürütülen operasyonda, yaralanan Piyade Uzman Çavuş Murat Nar, dün şehit oldu. Şehidimize Allah tan rahmet, kederli ailesine ve milletimize baş sağlığı ve sabır diliyorum. Maalesef bayram öncesi, Kudüs ten çok üzücü verici haberler geliyor. İsrail polisinin Mescid-i Aksa da ibadet eden Filistinli kardeşlerimize tam da bayram öncesi yaptığı saldırılar İslam âleminin ve vicdanı olan herkesin yüreğini dağladı. Kudüs, üç semavi din için de kutsal ve kadim bir şehirdir. Bu şehirde yıllardır yaşayan Filistinli kardeşlerimiz Evlerinden, topraklarından kovulmak isteniyor. İsrail in bu insanlık dışı provokasyonları, asla kabul edilebilir değildir. Uluslararası hukuka da insan haklarına da aykırı bu davranışları kınıyor, bir an evvel son bulmasını bekliyoruz. Ucube vesayet rejiminin başladığı, 2018 Haziran ayından bu yana Erdoğan Şahsım Hükümeti ülkeyi yönetiyor. Daha doğrusu yönetemiyor. Üç yıldır milletimizin durumu gün günden kötüye gidiyor. Yasaklar, yolsuzluklar ve her gün artan yoksulluk, milletimizin boğazına yapıştı, sıkıyor. Üç yıldır, saray ve şürekâsı, İtibardan tasarruf olmaz diyerek, Tatlı hayat sürerken, milletimizin payına hep fedakârlık düşüyor. Yaptıkları hataların faturası da hep halkımıza çıkıyor. Ülkede huzur, milletin sofrasında bereket, ağızlarda tat, tuz kalmadı. Bir de üstüne bir türlü yönetemedikleri salgın geldi. İnsanımız canıyla cüzdanı arasına sıkıştırıldı. Milletimizin geliri güneş görmüş kar gibi eriyor. 2017 de 859 milyar dolar olan gelirimiz, 2020 de 717 milyar dolara düştü. Erdoğan Şahsım Hükümeti, üç yılda milli gelirimizi 142 milyar dolar eritti. Erdoğan Şahsım Hükümeti, Çalışan yurttaşlarımızın işini de elinden aldı. Son iki yılda, 2019 ve 2020 de, bırakın millete yeni iş imkânları sunmayı, 1 milyon 926 bin yurttaşımız çalıştığı işini kaybetti. Mart ayı işsizlik rakamları bugün açıklandı. Gerçek işsizlerimizin sayısı, sadece son bir yılda, 1 milyon 517 bin kişi arttı. İşsizler ordumuzun sayısı, dünya üzerindeki 100 ülkenin nüfusundan fazla Mart ayı, ekonomide yeniden açılmanın başladığı bir dönem Mart ayında istihdam 550 bin kişi artarken, bunun 480 bini sanayiden geldi. İnşaat ve tarım istihdamında artışlar sınırlı kaldı. hizmetler sektöründeki istihdam ise 27 bin geriledi. Eldeki veriler, ekonomide K tipi bir toparlanma olduğunu gösteriyor. Bazı sektörler toparlanırken, bazıları dibe çökmeye devam ediyor. Mayıs ayında ekonomide yeniden kapanmanın, istihdam üzerindeki yansımalarını göreceğimizi de unutmayalım. İşsizlik önümüzdeki günlerde de önemli bir gündem maddesi olmaya devam edecek. Geliri düşen, işinden olan insanlarımız, Enflasyona da ezdiriliyor. Hayat pahalılığı, çarşıda, pazarda vatandaşlarımızı isyan ettiriyor. TÜİK in resmi rakamlarıyla, son bir yılda, hepimizin mutfaklarında kullandığı Ayçiçek ve mısırözü yağı sırasıyla, yüzde 54 ve yüzde 51, tavuk eti yüzde 45, domates yüzde 44 zam gördü. Pazarda tezgâha, Markette raflara yaklaşılmaz oldu. Çarşıda, pazarda artan fiyatların, çiftçilerimize, üreticilerimize bir faydası var mı? Ne gezer Tezgâhta milletin cebini yakan meyve-sebze, tarlada para etmiyor. Alın teriyle, emekle yetiştirilen tonlarca ürün, bu son kapanmadaki yanlış kararlarla çöpe gitti. Ardından bu hafta sonu semt pazarları açıldı. Ama hesaplı meyve sebze almayı uman vatandaş, pazar tezgâhlarında da umduğunu bulamadı. Antalya da tarlada 20 kuruşa düşen, çiftçinin isyan edip yerlere döktüğü salatalık, pazarda 4 liraya, Bezelye 7 liraya, taze fasulye 10 liraya tezgâha çıktı. Bu çiftçinin suçu değil, pazarcının suçu da değil Bunun sorumlusu, ülkeyi yönetemeyen metal yorgunu Erdoğan Şahsım Hükümeti Çiftçi, pazarcı esnafı, vatandaş derdini kime anlatsın? Televizyon televizyon gezip, seçilmişlere laf yetiştirmekten, önüne konan genelgeleri okumaya vakit bulamayan, kapanmayla ilgili düzenlemeleri yap-boz tahtasına çeviren atama İçişleri Bakanı na mı? Çiftçi dediğin, çok çalışır, az kazanır diyen, artık partilileri tarafından bile istifası istenen Tarım Bakanına mı? Ayağına bu memleketin toprağı değmesin diye, tarlaya galoşla giren, Türkiye de kalmasının millet için En kötü ihtimal olduğunu kendisinin bile idrak ettiği, Saray ın kibirlisine mi? Saray milletten koptu. Vatandaşın halini görmüyor, sesini duymuyor. Ama milletten fedakârlık bekliyor. Bu millet daha neyin fedakârlığını yapsın? IBAN numarası gönderdiniz, bağış istediniz verdi. Yetmedi. Uluslararası Para Fonu verilerine göre; Akran ülkeler içerisinde, vatandaşlarına en az destek veren, Üç Hükümetten biri siz oldunuz. Yetmedi. Siz lebalep kongre yaparken, milletin dükkânını kapattınız. Yetmedi. Döviz kasası boşalınca, millet için değil, turist için aşı yaptınız, turist için milleti eve kapattınız, o da yetmedi Merkez Bankası nın kasasını boşalttınız. Merkez Bankası na kanunla verilmiş, Kasasındaki dövizleri, siyasetten bağımsız bir şekilde yönetme yetkisini, kanunsuz bir şekilde, protokolle Hazine nin başındaki damadın eline verdiniz. Milletin atadan deden kalan varlıklarını satarak, alın teriyle ürettiklerini ihraç ederek biriktirilen rezervleri, Önce Merkez Bankası nın arka kapısından buharlaştırdınız. Sonra damada bağlı kamu bankaları eliyle sattırdınız. Patinaj yapan ekonomiyi, 2019 yerel seçimlerinde, millete iyi göstermek için, milletin 128 milyar dolarını satmaya başladınız. Bunlar da yetmedi. Kerameti kendinden menkul Enflasyon sebep, faiz sonuç teorinizi ispat etmek için, dibi delik kovaya bu rezervleri boşalttınız. Milletin dövizlerini har vurup harman savurdunuz. Şimdi uluslararası kuruluşlar uyarıyor. Hormonlu kredilerin neden olduğu cari açık ve ülkeden kaçan uluslararası sermaye, Ekonomide ani duruş riskini artırıyor. Bunu dengeleyecek döviz rezervleri de elde kalmadı diyorlar bu nedenle yılsonu dolar kuru tahminlerini, 7,5 liradan 9,5 liraya çıkardıklarını açıklıyorlar. Milletin parası pul olmaya devam ediyor. Bu millet sizin için daha nasıl fedakârlık yapacak? Bu arada, 29 Mayıs ta İstanbul da yapılacak Şampiyonlar Ligi finalinin, İkinci kez İstanbul dan alınacağı iddia ediliyor. Final, geçtiğimiz yıl Portekiz e gitti. Şimdi İngiliz Hükümeti nin, finali İngiltere ye aldırmak için, UEFA nezdinde girişimlerde bulunduğu söyleniyor. İngiltere, kendi vatandaşlarını korumak için, Türkiye yi zaten kırmızı listeye almış durumda. Lebaleb kongrelerin bu ülkenin kesesine de, İmajına da verdiği hasar çok büyük... Ne yapın edin, bu finalin İstanbul da kalması için, gerekli her tedbiri alın. Gereken her girişimde bulunun. Bunu da yapamıyorsanız; Artık milletin yakasından düşün. Ülkemizi; yüksek faize, yüksek döviz kuruna, yüksek işsizliğe ve hayat pahalılığına mahkûm eden Erdoğan Şahsım Hükümetinin elinde, dünyada en fazla sefalet çeken ülkelerden biri olduk. Bugün Dünya Sefalet Endekslerinde, Türkiye nin adının, pek çok vatandaşımızın haritada yerini bulmakta bile zorlanacağı Namibya, Güney Sudan, Gabon gibi ülkelerle aynı sıralarda yer alması bizi üzüyor. Milletimiz bunu hak etmiyor. Yine Dünya Bankası nın raporuna göre Sadece son iki yılda, mutlak yoksulluk sınırının altında yaşayan vatandaşlarımızın sayısı, 3,2 milyon kişi artarak 10,2 milyon kişiye ulaşmış. Ülkenin dört bir yanından vatandaş, Erdoğan Şahsım Hükümetine canıyla ihtarname gönderiyor. Ama AK Parti nin bir milletvekili çıkıp, Haşa, ekonomik nedenle intihar olmuyor. Bazen biri çıkıyor köprüye, çatıya falan Yüzde 90 ının daha sonra eşiyle problemli olduğu ortaya çıkıyor. Tayyip Erdoğan ın da işi gücü yok, bütün bunlara cevap mı versin diye ahkâm kesiyor. Doğru Sarayın kibirlisinin, yandaşlara ihale dağıtmak, milletin vergilerini, dolarla, avroyla garanti verdiği havuzcuların kasasına boşaltmak, kupon arazilerin peşinde koşmak, bu alanda tecrübesiz Katarlı dostlarına yardımcı olmak, Ay'a sert iniş yapmak, Eve ekmek götüremiyoruz diyenlerin kafasına çay paketi atmak, çizgi film çekmek gibi pek çok önemli meşguliyeti var. Bu ülke bu hale geldiyse, Benim Anadolu daki vatandaşım konteynerlerden evine çöpten rızık toplayıp götürüyorsa, hafta pazarlarının atıklarını toplayıp evlerine götürüyorsa, Meydanlar açız, açız diye bağırıyorsa, evinin kirasını, suyunun, elektriğinin parasını ödeyemiyorsa, artık benim halkım yandım Allah diyorsa, bu hale Türkiye yi kim getirdi? Bu hükümet getirmedi mi? Bu Hükümet bunun sorumluluğunu taşımıyor mu? Evet, bundan 20 yıl önceki Erdoğan ın söylediği gibi, yaşanan sefaletin de, yoksulluğun da bir sorumlusu var: O da Erdoğan Şahsım Hükümeti. Bugün Erdoğan şahsım Hükümeti, meydanlarda açız, açız diye bağıran, evinin kirasını, Elektriğinin, suyunun faturasını ödeyemeyen halkımızın, Yandım Allah feryatlarını yasaklarla bastırmaya çalışıyor. Türkiye, uluslararası kuruluşların raporlarında son 10 yılda Polonya ve Macaristan ile birlikte en çok otoriterleşen üç ülkeden biri Bu milletin 128 milyar dolarını buharlaştırmak serbest, ama 128 milyar dolar nerede? diye afiş asmak yasak"
-1,HSBC Türkiye'ye siber saldırı
-1,"@cemkarakecili Kuraklığın çaresi varsa, ve bilerek uygulanmıyorsa, birilerinin kazanması için yerli tarım sektörü kurban ediliyor demektir. İthalattan kimlerin sebeplendiğine bakmak lazım."
1,Hdp nın özelliği bu gerçekleri soyler ve Ermeni meselesi hdpye linç soylemler boş gerçekçimisiniz çekın büyük elçiyi kapatıp incirlik üssünü çıkın natodan hdpyi boş verın
-1,@deepimpect34 @agag_hag @Trabzonspor Türk bayrağı koymuş bide şikeci hamsi
-1,10 soruda akciğer kanseri
-1,@ergin_yunuss @LAN__BIRAK @bisarozbey Tescilli Fetocu mu diyor bunu? 🤣🤣🤣 Google sikeci yaz Galatasaray Ankaragücü maçı çıkar o yüzden boşuna serefden bahsetme malum şeref size ağır gelir.
-1,Gereksiz röntgen çekimi kanser vakalarını artırıyor
-1,Tüketiciyi kandırmanın cezası ağırlaştı
-1,İsrail'de Yahudiler oradaki Müslümanları katlediyor Türkiye'deki Sözde Müslüman olan Ak partililer de Türkiye'deki insanların civiğini çıkartıyor yoksullukla ne değişir ikisi de aynı Müslüman Müslümana eziyet edermi yok AK Parti yapıyor ekonomi ile
-1,Fetö taktiği CHP operasyonu. Siyaset hiç bu kadar iğrenç olmamıştı. #ChpNedenSessiz
-1,"@GayeUsluer Pandemi öncesi (2019) Zorunlu aşı kavramını Mecliste önerge ile getirmeye çalışan Gaye hanımdan fetva çıkmış: Gaye hanım, siz hekimsiniz, öyle değil mi? Tam kapanmanın 100 yıllık literatürde yeri nedir ⁉️ %99.9'un kurtulduğu bir enfeksiyona karşı kapanma mantıklı çözüm mü ⁉️"
-1,Çiğ et ve yeşillikteki parazit anne karnındaki bebeği tehdit ediyor
-1,Bonzai eroinden daha tehlikeli
-1,Ruble sert düşüşle başladı
-1,"bu aq anastasiası parası var diye geliyo benim ülkemde tatil yapıyor bende evde televizyon izliyorum.. aynen kardesim ekonomi iyi, Türkiye cennet.. böyle devam siz belki anastasiadan iyi yerlere gelirsiniz (TRde)"
-1,@Gokhan_Forza Ya senin gibi oyuncunun abi pozisyonu gördün mu cizgide dokunmadı topa şerefsiz sikeci ya
-1,"Bu ne demektir.... Sporada siyaseti bulaştırmanın imzalı fotoğrafı sanıyorum.... Böyle ise, Fenerbahçe yönetimi de istifa 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎 https://t.co/Cqd4EuIRAK"
-1,"borsa taktiği olarak şeyi kullanıyorum ekranı açıp ""lan düşme lütfen düşme"" demeyi. #dogecoin"
-1,Birçok işletme ya kapalı ya da yarı kapasiteyle çalışıyor ama işsizlik düşmüş!!!
-1,👎 Galatasaray’da transfer B-İ-T-M-E-Z derken şaka yapmıyorlardı
-1,#TransferYasağınıUygulaTFF paralı troller yine iş başında haksızlığa uğrayan Galatasaray kuralı uygula diye ağlayanlar FB BJK şikeci Kardeşler ben size olacakları söyleyim TFF Galatasaray’a verdiği zarardan dolayı UEFA tarafından yüklü miktarda tazminat ödemeye mahkum edilecek
-1,"@HsnBozkurt @kilicdarogluk Devlet Bahçeli 'ihtiyar bir bunak' değilse, akıl sağlığı bozuk."
-1,İtalya'da yaklaşık 3 milyon kişi işsiz
-1,Artan şiddet olayları psikiyatristleri de endişelendirdi
1,@Begum_Ozkan Tebrikler @Begum_Ozkan helal olsun sizin gibi Galatasaray'da gerçekleri konuşan insanlara.. Yeni başkan söz verdiği konuşmaların hiç biri çıkmadı. Fatih terime verilen 3m € hangi başarı için! tüm oyuncular için üst limit 2.5 m €? Hangi taktik deha anlayış için söylesinler.
-1,BİR HATAY SPOR LU FUTBOLCULARIN MÜCADELESİNE BAKIYORUM. BİRDE TRABZONSPOR LU FUTBOLCULARIN MÜCADELESİNE. HELAL OLSUN HATAY SPOR.
-1,@ceyhan_mustafa @KanalRizespor @Trabzonspor Hamsi kadar beynin yok laf mu soktun çeeenn  Son hafta Rizeye bekliyoruz seni şikeci cocuk adam
-1,Büyük ve hacimli küpeler kulaklara zarar veriyor!
1,@tuhafamayani Melih e göre Mansur yavaştan kötüsü yok . Keşke şöyle 15 20 belediye başkanı olsa Mansur ve Ekrem başkanlar gibi Türkiye 5 senede kalkınırdı.
-1,@bubuistrade @ankara_kusu Tosuncuk işinde muhtemel bakan veya millet vekili çocuklarından birisinin parası yoktu ondan peşine düşmeyi gereksiz gördüler
-1,"Kimse Milli Takım hocasına giydiremez. Futbol, Bayan-Erkek Basketbol Hocalarının hepsi Galatasaray Hocası. Saygı duyacaksınız @Fenerbahce"
-1,Şiddetin faturası ağır
-1,Özhan Canaydın'ın oğlu hileli iflas tan yargılanıyor
1,"Yeni Dünyada Eski Osmanlıların Göç Konjonktürü Modern devlet kurulmadan önce bile, topluluklar kaynak yetersizliğinden dolayı daha üretken bölgelere göç ediyordu. Bugün bile ekonomi, göçün en yaygın nedenlerinden biridir."
1,Süleyman Soylu nun yüz ifadesi o tekelleri tabiki de gıcıklığına kapatıyorum var mi diyeceğiniz diye haykırıyor 🙄😬☠💀😼
-1,3 yılda 4 bin 851 işçi iş kazalarında öldü!
1,Saldir Fener bizim icin ölümüne!!
-1,"@Trabzonspor İstanbul'un büyütülmüş, şikeci takım taraftarları, parazit yapmayın hadi gidin kendi çöplüğünüze.."
1,Kırışıklıkla mücadelede mucize yöntem
-1,"Fenerbahçe'nin twitter hesabımın engellenmesi yönündeki talebini, Sulh Ceza Hakimliği reddetmiş.  Çünkü Fenerbahçe olayın tarafı değil.  Ancak nasıl olsa kendilerine uygun şikeci bir hakim bulup, kararı çıkarırlar.  Fakat beni susturamazsınız."
-1,New York taksi ihalesinde şok iddia!..
1,"Sağlık Bakanı Fahrettin Koca: ""İki haftadır uygulanan tedbirlerin vaka sayısında istediğimiz düşüş hızını sağlayamaması sebebiyle 17 günlük kapanma dönemiyle vaka sayılarında hızlı düşüşü sağlayacağımıza inanıyorum."" ANTALYA'DAYIZ. 17 günlük kapanmanın ilk gününde, Antalya, Isparta ve Burdur illerimizle, salgın süreci üzerine durum değerlendirmesi yapacağız. pic.twitter.com/70ZT7jne0o"
-1,Nezle kısa sürüyor grip ateşi yükseltiyor
-1,şikeci varsa biz yokuz. @trabzonspor milli takıma futbolcu gönderme..
-1,"@MertArmagan53 Böyle saçma sapan şeyler yerine işsizlikten intühar eden vatandaşları konuşalım, yolsuzluk yapan bakanları konuşalım. Hadi bakalım yiyorsa buna destek atın"
-1,Çeyrek altın gözden düştü
-1,fahrettin koca ile rte arasinda bir gerginlik var. muhtemelen pandemi bitince gorevden alinir. saglik bakaninin kongrelerle ilgili verdigi cevap bir bu olay da iki.
1,GALATASARAY SPOR KULÜBÜ yine azize ve feneve gecirmis hahahaha KAPAKKKKKK
-1,Sigaranın en büyük zararı anne karnındaki bebeğe
-1,@tanerkrmn Şikeci nihat özdemir tetikçi kurumları galatasaray düşmanları bunlar türk futbolun katilleri
-1,Bir hapşırık sizi zatürre edebilir!
-1,British Airways çalışanları grev yapacak
1,@AEKjpeg @odemis_bekir İnşallah Sevgili Baskanimiz Sayın Mansur Yavaş Da cumhurbaşkanı Olarak Türkiye de Yükselecektir.🇹🇷 @mansuryavas06 @odemis_bekir @ikaranfil79 @ankarabbld
-1,Çin'de son 25 yılın en zayıf büyümesi!
1,Benzine 6 kuruş indirim
-1,@atlantikfedaisi Şu 10 yıllık dönemden kazasız belasız çıksak hic bir şey olmaz tek sıkıntı ekonomi.
-1,"@orhanctlbas52 Bunu, Bursasporun altına yatıp, Rizeyi küme düşüren şikeci Trabzonspor takiminin hamsi beyinli taraftarının söylemeside komik olmuş. 😂😂😂"
-1,@zeydemirr üzülme knk Fenerbahçe'de kura çekimine çöp torbasından katılıyo
-1,Sağlık çalışanları öldürülen doktor için iş bıraktı
-1,"Geçmişinde Beşiktaş’a şikeci demiş, galatasaray’ın şampiyonluğu kaybettiği maçta hüngür hüngür ağlamış adamın haberlerini baz alıp burada atıp tutuyorsunuz, allah akıl fikir versin size ne diyim artık."
-1,@bay_inspector Ekonomi vergi diyorsun #panta niye pahalı bence ucuz bi açıklarmısın
-1,👎 Galatasaray’da transfer B-İ-T-M-E-Z derken şaka yapmıyorlardı
-1,YARDIM ŞOVLARI YERİNE YOKSULLUK VE İŞSİZLİĞE ÇÖZÜM BULUNMALI!
-1,@Ayperisi2534 @osmannnurika Hacı bunda kızacak bir şey yok.. Kendi ülkemizde bizim sorunlarımız bize yeter.. İşsizlik had safhada ekonomi iflas etmiş sağlık sistemi çökmüş birde başımıza İsrail belasını mı saralım.. Filistinliler o kadar düşünüyor ise satmasaydı topraklarını..
-1,@AkpCocuklari @selmanozalp Turizm bakanının roll-on dan haberi var mı acaba ?
-1,Yönetim istifa #Galatasaray
-1,Merkez Bankası faize dokunmadı!
1,Acı biber kırışıklıklara iyi gelir mi?
-1,Motorlu taşıtlar vergisine yüzde 10.11 zam
-1,@drfahrettinkoca Şu üç haftada şeyhlerinizden birine birşey olsa rüm akp saf tutar kaldırır cenazesini olan yine yakın akrabasının cenazesine katılamayan fukara vatandaşa olur
-1,@varodasitv100 @beINSPORTS_TR @Handesumertas @Besiktas Noldu canın mi yandı erto İyıce haddinizi aşıyorsunuz bjk denen şikeci bir kulüp kendini nimetten sayıyor galiba
1,Çatlaklardan kurtulmak için ipuçları
1,@kilicdarogluk Türkiye İlaç ve Tıbbi Cihaz Kurumumuz yaptığı inceleme ve değerlendirmeler sonunda Sputnik V aşısının acil kullanımına onay vermiştir. İki ülke için hayırlı olmasını dilerim. Böylece üçüncü aşı olarak Sputnik V aşısı da ülkemizde kullanıma girecek. Sağlık Bakanı
1,canımız sıkkın olduğunda Galatasaray marşları dinleyen insanlarız biz
-1,3 gündür kedisine köpeğine aşısını yaptıran İstanbul’dan gidiyor. Yani virüs patlama derecesinde yayılıyor
-1,Ne kadar gerizekalı bu yönetim aq küçücük çocuk bile sizin yaptığınızı yapmaz lan @GalatasaraySK
-1,"doktor olmasi beni hic alakadar etmiyor. egitim bireye meslek kazandirir lakin karakter neyse o baki kalir. pandeminin ilk gununden beri burada ""bu adam yalan soyluyor"" dedigimde beni topa tuttunuz... yok ""o akp icinde ki en durust adammis"" yok "" cok babacan ve iyi niyetliymis"" yok ""yuzunde sevkatli bir babanin mizaci varmis"" bi boku anlamaniz icin ucunun illaha ki size dokunmasi lazim degil mi?"
-1,Beceriksiz yönetim Galatasarayı bu hale getirenler utansın son transfer gerçekleşmedi malesef..
-1,Sahte implant tehlike saçıyor
-1,Beceriksizler!! @GalatasaraySK
1,Bu aralar tek mutluluğumuz Fenerbahçe.
1,@Trabzonspor Bir daire parası verene helal olsun
-1,"Lig bittiken bir hafta falan sonra Radyo Spor'a  @KaynarErol diye bir dümbük bağlandı ""Teknik D'müz sergen yalçın Gedson'u şikeci  @Besiktas da görmeyi çok istiyor, girişimimiz olacak"" dedi. O zamana kadar @GalatasaraySK'ın için ne Gezzal vardı ne Rosier #sporajansı @ezgitoperr"
1,@sarilacivertskk @_mterzi Benim hakkim helal hoş olsun bende %85 engelli komsumuzun kızı vardı ona hediye edip size hareketleriyle teşekkür ettirecektik ama nasip değilmiş
-1,@Fenerbahce Şikeci ırkçı kulüp.
-1,dursun özbek istifa yönetim istifa yazsak neye yarar taraftarı takan mı var? #Galatasaray
1,Süt tozu ihracatçısına destekleme ödemesi
-1,4 kişiden 3'ü düğün için borçlanıyor
-1,"@beyincalisiyorm Gezin kim ne diyecek ,,millet market diye geziyor saglik calisani hava almasinmi"
-1,Basit şişlikler lenfödem habercisi olabilir
-1,@pusholder AB ‘ye ders vereceğine sen önce ülkene hukuk tesis et ucube tek adam başkanlık sisteminde dilediğince hareket ediyorsun kimse sana sormadan iş yapamıyor Çadır devleti AB’ye ayar veremez hukuk nerde hukuk ekonomi dip yapmış dalga öı geçiyorsunuz kardeşim siz cidden ya
-1,ABD'de tarım dışı istihdam beklentilerin oldukça altında kaldı #Son48saat #son48saatcom #Sondakika #Haber #SıcakGelişme #Gündem #Ekonomi #Borsa #ABD
-1,Galatasaray out 👎
-1,Galatasaray ballı yere düştü A ya gelseydi görürdüm nasıl hopluyorlar
-1,"Reuters'a konuşan kıdemli bankacılar, Türk bankalarının 'çevresel ve yatırım riskleri nedeniyle' Kanal İstanbul projesini fonlamakta istekli olmadığını söyledi. Devlet Bahçeli"
-1,"İçişleri Bakanı Süleyman Soylu, tam kapanma süreciyle ilgili açıklamalarda bulundu. Soylu, ''Vatandaşlar mahalledeki camilere giderek namaz kılabilecek'' . Gerçekten diyecek söz bulamıyorum. Desek dinsizlikle suçlanıyoruz ama esnafın suçu ne kardeşim ."
-1,Hastanede cinsel istismar iddiası!
